,reviewtext,reviewdate,reviewrating,reviewview,reviewlikes,Links,brand
222,"Nice car, all advanced features, very comfortable, and easy to drive. Enjoy your time with your family and friends.
"," Nov 17, 2019  ",5, 19 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
223,"The engine power is not much good as expected and dissatisfied with mileage as it is showing very high on paper but that is not the reality after when you buy.
"," Nov 17, 2019  ",3, 43 Views,2,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
224,"Seltos is the best car and is a feature-loaded car and has a bs6 compiled engine. No One can compete with Seltos in this segment with this attractive price.
"," Nov 16, 2019  ",5, 25 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
225,"Kia Seltos is an awesome car and a perfect MUV loaded with features. Worth buying and perfect for the highway purpose. The commute family car, its power, and the audio system from BOSE are totally amazing.
Read More"," Nov 16, 2019  ",5, 78 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
226,"It's a great experience to drive Kia Altos. Nice drive, good road-gripping, very luxurious interior, and tremendous exterior. I never get that thrill when I drove other cars before. The one and the only statement about it is the luxurious car in economic price. And mileage also good. So I suggest everyone have this car.
Read More"," Nov 16, 2019  ",5, 1116 Views,1,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
227,"The journey of KIA motors - Seltos has been exceptional so far, it competes very nicely with Brezza at its segment. One of the great things of this car has been the roof, it is very pleasing to have a view of the outside when the see-through glasses is almost edged to edge. Build quality has also been pretty solid. It suits well for Indian roads - ...Read More"," Nov 15, 2019  ",4, 666 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
228,"The Hector is too much good I can say nothing but in a few words, I can say that the car speed is very good and the pickup is like Audi or a racecar. I wish everyone to buy this car and the features are also good so please buy this car the features of this car are also like Bugatti but this car price is very low much efficient like Audi or BMW.
Read More"," Nov 15, 2019  ",5, 448 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
229,"We have purchased the new KIA Seltos. We have purchased the HTX version. This car is amazing. The touchscreen is so big that its like a tablet. Its style is very cool too. 
Read More"," Nov 15, 2019  ",5, 369 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
230,"Amazing car! Superb driveability, amazing handling, not so great mileage, When I first sat in the car it felt like a luxury car, way above its segment, and honestly, it delivers to my expectations.
Read More"," Nov 15, 2019  ",4, 1251 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
231,"KIA Seltos is very nice and comfortable for everyone, mileage is extremely good and seat capacity is also comfortable.
"," Nov 15, 2019  ",5, 25 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
232,"Seltos is an amazing car and is worth buying. Its amazing performance is giving the best competition to Creta and Ecosport.
"," Nov 15, 2019  ",5, 19 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
233,"It is a real car in the whole automobile industry. I not only like it but prefer to love the design. It is more premium with new features which often seem to be in more expensive German cars. Whatever the car pros and cons are but I look more about its pros. At last but not least, I am having a great smile on my face after having it in my garage.
Read More"," Nov 15, 2019  ",5, 189 Views,1,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
234,"It is an excellent car for sitting and view. Also comfortable for long-height people and so many features are included in the car.
"," Nov 15, 2019  ",5, 28 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
235,"Smooth steering and awesome sheets in the front. I feel like this is the only love of my life. Powerful engine gives a extra speed. A tough and smart SUV.
"," Nov 15, 2019  ",5, 37 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
236,"Nice car in the segment but its better to increase their power. It has a lag like it is getting on fewer mileage vehicles. And if I talk about the interior it's awesome, the music system is awesome and the design of the car seems to be a foreign car and it looks stunning, the seats of the car are very comfortable and the sunroof is pretty good, the...Read More"," Nov 14, 2019  ",5, 1578 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
237,"My friend just bought one last week and its hell of a car. It looks smashing on the outside-inside, its elegant and somewhat sporty too but the list of features on this car just goes on. It has a sunroof, Bose audio even an air purifier, I mean tell me one another car under 30 even 40 lacs to offer that and on the top trim there is the light strip ...Read More"," Nov 15, 2019  ",5, 2403 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
238,"Best SUV in the current market. Top class design and and high performance. Better than other cars.
"," Nov 14, 2019  ",5, 64 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
239,"It is a very fabulous car. The features are very excellent and it has good safety features, convenience, comfort and luxury.
"," Nov 15, 2019  ",4, 28 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
240,"Best in inside entertainment with the latest features and pocket-friendly price. Perfect SUV designed for people.
"," Nov 15, 2019  ",5, 19 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
241,"It is a good compact SUV with good mileage, fantastic interiors, front seats are ventilated, Bose speakers and led headlight.
"," Nov 14, 2019  ",5, 25 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
242,Best look and very powerful engine. It is heavy and steering is very smooth. The brakes and clutch are very soft. World's 1st smart pure air purifier. Bose premium sound system with its speakers. The engine is very refined with 138 BHP. Tiger nose grill. Those looking for a sporty drive will find a good match in the 140 HP and 1.4 turbo petrol engi...Read More," Nov 14, 2019  ",5, 131 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
243,"This car looks like a beast, the headlamps are exquisite, the interior seems pretty amazing, the alloy wheels have a unique design.
"," Nov 14, 2019  ",5, 26 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
244,"Excellent car features, comfortable seats, overall the car looks amazing, features wise the car is so pretty and comfortable. 
"," Nov 14, 2019  ",5, 28 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
245,"Ye car gajab lagti hai. Jab pehli baar dekhi to aisa man kia ke le lu. Or night mai to iski headlight ke uper ki DRL or bhi jyada achi lagti hai. Size itna bada nahi hai or na hi chota hai or agar wheels ki baat kare to style sabse alag hai matlab aisa design hai jo time beetne ke baad bhi old nahi dikhega.
Read More"," Nov 14, 2019  ",4, 68 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/9,Kia
246,The Car looks perfect from all the angles. Drives brilliantly. The petrol engine is a hoot to drive and the DCT (Dual Clutch Transmission) gearbox is just the icing on the cake. The car provides best in class features and also some of the first in the segment as well. The bose sound system works like magic. All led headlamps and the gt line spec gi...Read More," Nov 13, 2019  ",4, 1547 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
247,The car is undoubtedly the best in the SUV segment. I have driven Creta & MG Hector both when I wanted to buy an SUV. Kia Seltos is far ahead of Creta and marginally ahead of MG Hector. People had no option and they had to go for Creta (Majburi). People who own Creta very well know that Kia Seltos is far ahead of them. I think Kia Seltos gives the ...Read More," Nov 14, 2019  ",5, 901 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
248,"Kia Seltos is an amazing car with muscular body structure and bit more comfort inside, don't underrate the power of 1.5 diesel motor. It's the most feature-full car in its segment I didn't drive the petrol one but it is definitely a good option, the fuel economy is also decent considering its price range. Overall a good package in its segment. Fina...Read More"," Nov 13, 2019  ",5, 708 Views,1,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
249,"Kia Seltos is a very fabulous car. Its features are very excellent and good safety features, convenience, comfortable and luxurious.
"," Nov 13, 2019  ",5, 47 Views,1,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
250,"Very nice car, latest features, good looking car, sound quality awesome, very good braking system and automatic features available, led lights and alloy wheel are very nice.
Read More"," Nov 13, 2019  ",2, 1686 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
251,"Technology loaded, the best car and driving is too smooth, the automatic version is also better, it is one of the most preferable car in this segment.
"," Nov 13, 2019  ",5, 30 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
252,"Awesome car with great features and outstanding looks loved the performance. Overall 10 out of 10 for this car.
"," Nov 13, 2019  ",5, 22 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
253,"I have bought the Kia Seltos HTX IVT petrol. It's an awesome car. Completed 200 kms in 2 days, the experience is fantabulous. Kia Seltos is the best car on the road, it's a value for money car. 
Read More"," Nov 12, 2019  ",5, 190 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
254,"Kia Seltos performance is great on all roads. It looks very stunning. Good interior with many options and variants. 
"," Nov 13, 2019  ",4, 23 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
255,"This car is very good, it is so beautiful and the car is priced low but the quality of the material used in the car is very good.
"," Nov 14, 2019  ",5, 23 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
256,"Kia Seltos is definitely a car worth considering if you want a compact SUV that is feature-loaded with a budget of 12-20 Lakhs. Comes with a wide range of variants. And unlike the Creta, the top end models also come with Auto Transmission. The DCT gearbox gives a very smooth ride. Also first in Class features like Air Purifier, Heads Up Display mak...Read More"," Nov 12, 2019  ",5, 1988 Views,1,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
257,"Kia Seltos looks so amazing and interior leather finishing takes the car at another level and second thing, the exterior of the car looks fantastic but the problem is when we talk about its interior the customer will fell like he is in a BMW series 7 if we compare it with Toyota Innova Crysta or some other cars its really luxurious. Hope you enjoye...Read More"," Nov 10, 2019  ",5, 2832 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
258,"Kia Seltos is the best ever SUV / MPV car with all the safety features and latest technology in the market in the budget of every middle-class family. Best in class mileage, best performance, super and muscular look make it so appealing in Indian market. Within 3 months of launch with more than 50000+ sales and booking is a record-breaking achievem...Read More"," Nov 12, 2019  ",5, 994 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
259,"Kia Seltos is a very good car and look is really great with its alloy wheels making the car attractive and very dashing, front headlight are very cool it looks like a beast. Its safety features are great, it has 6 airbags and great space inside, Kia Seltos is a very good car.
Read More"," Nov 12, 2019  ",5, 444 Views,1,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
260,"Kia Seltos is a nice car and features are also good but as compared to other cars price is too high but value for money and I like the shape of the body, the design of the mac wheels are just awesome. The shape and design of the car look like its a millionaires car, just loved it. Thank you.
Read More"," Nov 11, 2019  ",5, 189 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
261,"Kia Seltos is one of the most luxurious car in the segment. All first in class features, one of the best family car and looks so impressive worth for money.
"," Nov 11, 2019  ",5, 49 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
262,"Kia Seltos is a very good car and very good engine performance and safety features are just great. A very good car in this price range. 
"," Nov 11, 2019  ",5, 24 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
263,"Kia Seltos speaker is very best and all its features are amazing. Its engine is very best and this car gives the very best feeling of driving an SUV.
"," Nov 12, 2019  ",5, 31 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
264,"Kia Seltos is an extremely tremendous car in the field of compact SUV. The car that has uplifted standard of the Indian automobile industry.
"," Nov 12, 2019  ",5, 30 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
265,"Kia Seltos has got the powerful engine of about 1.5L, has great ground clearance. It has got the best interior at this price range. Has got a huge touch screen infotainment system, has the best speakers of bose. The inside colour ambient is great. Got airbag as safety. The car is worth its price. 
Read More"," Nov 11, 2019  ",5, 75 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
266,"Kia Seltos styling is excellent. Tyre size is adequate. 1.6 ltr CRDI is same as Creta except it is BS6 which is great and is a very refined engine. Steering response is good but not sharp. The infotainment system is excellently backed by the Bose speakers. The sound quality and the bass is very satisfying. The headlights are effective, especially o...Read More"," Nov 09, 2019  ",5, 2273 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
267,"The car Kia Seltos design is very appealing. Really like the idea of the dashboard merging into the steering. The 10-inch screen is very responsive with minimum lag. The alloys give a premium look to the car. However, the only downside is the plastic on the door side which is not the best quality when you compare it with a Creta or any other car in...Read More"," Nov 09, 2019  ",4, 2399 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
268,"I purchased the Kia Seltos HTK Plus Diesel one month back. I drove it about 3K Km in last one month. I couldn't find any single point of disappointment. With head-turning looks, everyone finds it so attractive and innovative design. I got around 16-17 Km per lit average Delhi and 21 Km on Punjab Highway. Superb pickup. Just one betterment KIA can d...Read More"," Nov 10, 2019  ",5, 1084 Views,2,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
269,"Kia Seltos is the best in the industry right now. Best in its segment and has a very premium look. 

Highlights:- 1. Bose audio system (for selected models).

2. Seats are comfortable, the driver's seat is like heaven.

3. You won't even experience bumpiness even in city limits because of the high-class suspension used.
Read More"," Nov 10, 2019  ",5, 468 Views,1,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
270,"Kia Seltos is a luxury and comfortable SUV with all features loaded machine and best SUV within the price range compare to all competitors.
"," Nov 10, 2019  ",5, 19 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
271,"Kia Seltos is a nice car. Excellent performance and look wise seems to be a real value investing. Overall not a single point where we get a single con in this car.
"," Nov 09, 2019  ",5, 23 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
272,"Kia Seltos is a very good car with grateful colour and similar to Hyundai Creta and engine is very powerful I love this car and I want this car as soon as possible I am proud of this car and I am waiting for its hatchback I also love its features and its good quality of steering, It is available in both petrol and diesel. I love this car and variou...Read More"," Nov 09, 2019  ",5, 142 Views,1,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
273,"Kia Seltos is a nice car, built quality is so good, good mileage, good power, the latest features, good cabin space.
"," Nov 09, 2019  ",5, 28 Views,1,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
274,"Kia Seltos is a very good looking valuable car, looks awesome from the front and back, good ground clearance, nice mileage, engine performance is very good.
"," Nov 09, 2019  ",5, 22 Views,0,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
275,"Kia Seltos is all in one package.

Pros: great features, engine and transmission options.

Cons: service cost and long term reliability is the question.
"," Nov 09, 2019  ",5, 36 Views,1,https://www.cardekho.com/kia/seltos/user-reviews/10,Kia
276,"I had planned a road trip with some of my friends last week. I have an MG Hector Sharp Hybrid 1.5. Drove the car from Raipur to Jagdalpur without stopping anywhere, that'...Read More"," Dec 23, 2019  ",5, 262 Views,NA,https://www.cardekho.com/mg/hector,MG Hector
277,"I personally use this car and think it is a good car and a comfortable car. So I would like to recommend this car to all. Please, go to your near MG showroom and buy one ...Read More"," Dec 21, 2019  ",5, 11 Views,NA,https://www.cardekho.com/mg/hector,MG Hector
278,"One of the expensive cars, I really love this car is fully automatic. My favorite car is MG Hector this car performance is very good I cannot explain this car because thi...Read More"," Dec 20, 2019  ",5, 94 Views,NA,https://www.cardekho.com/mg/hector,MG Hector
279,"I was waiting to get this car in Coimbatore, at last, I went to Chennai and got it is really wonderful. I request everyone to get MG Hector I heard that the branch has be...Read More"," Dec 20, 2019  ",5, 61 Views,NA,https://www.cardekho.com/mg/hector,MG Hector
280,"The MG Hector wow what a car, almost all features under one roof that's how we welcome the technology in 2019 I believe the build body of the car, as well as the interior...Read More"," Dec 19, 2019  ",5, 38 Views,NA,https://www.cardekho.com/mg/hector,MG Hector
281,"Best features in this segment. Filled with technology. The best price range for the specifications they are providing. This car is something Out of the box in the Indian Market. As this car is the first impression of MG motors in the Indian market they have worked a lot on this. The sunroof which is there is usually in Jaguar or BMW.
Read More"," Dec 14, 2019  ",4, 356 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
282,"It is a great car with good new features. Spacious and well equipped, new locking system with smart airbags. After the first service from Chandigarh, it is much smooth
"," Dec 14, 2019  ",5, 31 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
283,"MG Hector is a superb vehicle and totally feature-loaded, value for money and some minor aroused exterior like small tire size for a big vehicle, and rear side would be over reflector presence.
Read More"," Dec 13, 2019  ",5, 1727 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
284,"Very good vehicle but I look any more vehicles what is MG hectare is a good vehicle the interior nice space looking so nice and very good price Maruti Suzuki Baleno price MG hectare is a very good road trip vehicle this is not compared with you any more vehicle but I will be told very good vehicle nice looking.
Read More"," Dec 14, 2019  ",5, 87 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
285,"Yesterday I drove this car from one of my friends. I think this is a very luxurious car nowadays with super-awesome features.
"," Dec 14, 2019  ",5, 26 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
286,"Great car with great interiors and equipped with the latest features.
"," Dec 14, 2019  ",5, 50 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
287,"It is so amazing and it so much easy for me to drive.
"," Dec 14, 2019  ",5, 41 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
288,"Good looking. Amazing performance what a style. The brand is making perfect for youngsters. Important for safety as well.
"," Dec 12, 2019  ",5, 34 Views,1,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
289,"A wonderful and an amazing car. High ranking car of the year with all facilities like air bags, A.C., and much more.
"," Dec 12, 2019  ",5, 36 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
290,"The car is beyond the next level. The function like ""hey MG"" is the best feature it has. Amazing speed and wonderful performance it has.
"," Dec 12, 2019  ",5, 40 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
291,"That's the special car of the year. I experienced there is one of the luxurious low budget SUV I have seen.
"," Dec 11, 2019  ",5, 49 Views,1,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
292,"I bought MG Hector in October and so far this car gave me good mileage and very nice driving experience. Its infotainment system with the internet inside is a futuristic feature. Nice and spacious car with so many features and good mileage too. Value for money.
Read More"," Dec 12, 2019  ",5, 758 Views,3,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
293,"This car is just awesome, because of the design, the internet inside and the looks of this car and the engine performance is really good.
"," Dec 11, 2019  ",5, 44 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
294,"MG Hector is the best car one can buy. Its comfort and class are uncomparable. Just an amazing vehicle one can buy. Safety features in hector are best in segment . you can always believe in the name MG because it defines comfort, class, safety. 
Read More"," Dec 11, 2019  ",5, 277 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
295,"Best car for the family.
"," Dec 11, 2019  ",4, 37 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
296,"Super good car and excellent condition with great mileage. Good interiors, wonderful performance and best designed.
"," Dec 11, 2019  ",5, 29 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
297,"I like this car very much because of its spacious cabin and legroom for the passenger side and the internet inside the car is very much fast. Its engine fuel efficiency is good. Its interior is full of new features and it is also available in different colors and different variants.
Read More"," Dec 10, 2019  ",5, 79 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
298,"The car is amazing, just mind-boggling features it has. I don't have words for it as the build quality is amazing.
"," Dec 10, 2019  ",5, 32 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
299,"A very interesting and spectacular car. MG Hector is world famous now. The huge sunroof and the big 10-inch screen makes this car spectacular. This car gives very good comfort and large boot space. The entertainment in this is the most spectacular feature in MG Hector.
Read More"," Dec 10, 2019  ",5, 68 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
300,"Good and excellent car and it takes all the attention of all the other cars just due to it's exterior. Good in all aspects.
"," Dec 10, 2019  ",5, 29 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
301,"People might like the Kia better but this car has its class of its own with its phenomenal looks and stance which is a charmer on road. The features too are fully loaded as one would expect it to be so good job by the MG team.
Read More"," Dec 10, 2019  ",5, 781 Views,1,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
302,"1. The exterior looks superb and is a perfect car for men.

2. Best car in this class in the price.

3. Luxurious seating.

4. Large Panorama window.

5. Larger boot space.

6. Only a few commands are working.

7. Pickup, when compared to the same segment bit, lags in this and not that comfortable for driving, and especially due to a short clutch.
...Read More"," Dec 10, 2019  ",4, 1077 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
303,"The MG Hector pretty much outsizes everything in its class. Its length and wheelbase are the largest amongst its rivals, though the narrow girth and excessive rear overhang do throw proportions off a bit. Generous use of chrome means the Hector is big on bling and elements like the split LED DRLs and headlamps set up ensure the MG grabs attention.
Read More"," Dec 09, 2019  ",4, 184 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
304,"Smooth feel inside the beast. An amazing car so far.
"," Dec 10, 2019  ",5, 36 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
305,"A real slayer. The interior and the exteriors are so dashing. Far better than Toyota Fortuner.
"," Dec 10, 2019  ",5, 38 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
306,"The most powerful car.
"," Dec 10, 2019  ",5, 37 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
307,"Perfect drive due to ultimate steering and infotainment system is mind-blowing.
"," Dec 09, 2019  ",5, 31 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
308,"Amazing drive and great looks.
"," Dec 09, 2019  ",3, 35 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
309,"Best luxury SUV in the budget as It contains many features that are only in this car like the panoramic sunroof, new voice assistance and many more. Its design is very beautiful and taillight looks like Audi's taillight. It has sufficient space for passengers and its price range is also good. It is an affordable car for middle-class people at this ...Read More"," Dec 09, 2019  ",5, 88 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
310,"MG Hector is a very comfortable car, I love to drive it, it is very good to take anywhere my experience is very good for Hector.
"," Dec 09, 2019  ",5, 40 Views,0,https://www.cardekho.com/mg/hector/user-reviews/2,MG Hector
311,This car is perfect for a family it is the best car in this range. It contains many features that are only in this car like panoramic sunroof new voice assistance and many more its design is very beautiful its tail light is all led its tail light look like Audi tail light and its have efficient space for persons and its price range is also good it ...Read More," Dec 08, 2019  ",5, 569 Views,1,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
312,"The best car at a very reasonable price and best specification in the budget, it has very advanced features.
"," Dec 08, 2019  ",5, 38 Views,0,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
313,Mg Hector is one of the best SUV segment cars in India. It is competition with Tata Harrier and Hyundai Creta. Pros: It has good pickup 2. It has a smooth drive. Cons:1 Issue with voice command either it doesn't recognize or it listens to what you talk 2. Display touch is not responding sometimes 3. The cooling issue in the rear section ac is not m...Read More," Dec 07, 2019  ",4, 473 Views,0,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
314,"The best car at that price best feature, amazing power, and handling is also good. All over best in class and amazing space.
"," Dec 08, 2019  ",5, 38 Views,0,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
315,"Hector has a very luxurious seating in it. There are comfortable seats for everyone and it is the very perfect car for every family
"," Dec 08, 2019  ",5, 42 Views,0,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
316,"The first SUV from MG in India surely is trending. When we first experienced the Hector on the hills.
"," Dec 08, 2019  ",5, 47 Views,0,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
317,"Nice car of new technology.
"," Dec 08, 2019  ",5, 35 Views,0,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
318,"Nice model and features of the car especially the internet car which is fully automatic car.
"," Dec 08, 2019  ",5, 38 Views,0,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
319,"MG Hector is an awesome car because we are getting all the attractive features in the economical price range. So, I love to drive this car.
"," Dec 07, 2019  ",5, 41 Views,0,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
320,"It's an amazing car. It's within the budget and the pickup is amazing. Amazing sunroof.
"," Dec 06, 2019  ",5, 45 Views,0,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
321,"When we first experienced the Hector on the hills of Coimbatore, we knew it had the makings of a winner. No doubt, the distinctive design, exhaustive features list and a hugely spacious cabin are all strong factors in the success of an SUV, but that brief drive was just a sampler and didn't include the petrol-automatic variant. This variant is the ...Read More"," Dec 04, 2019  ",5, 3059 Views,1,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
322,"Hector, as its name indicates bully's, its rivals because of its daring looks, starting from its front the massive LED headlights and the DRL's positioning gives it the aggressiveness, coming to its side profile it looks glorious but just the 17 inch alloy wheels somewhere take the thunder away, then coming to the back of the car, it looks attracti...Read More"," Dec 04, 2019  ",4, 2026 Views,1,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
323,"The car is full of updated techs and features. Apart from it, it has superb space, looks, power, and the driving experience is awesome. It's best in the segment.
"," Dec 06, 2019  ",5, 86 Views,0,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
324,"MG Hector is one of the most popular SUV with advanced features with all safety features also with high built quality interior and exterior. You will get satisfied after buying the Hector no need to take any worry about we have purchased a good or a bad car. After experiencing the drive day by day you will be satisfied with your doubts.
Read More"," Dec 06, 2019  ",5, 612 Views,0,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
325,"Purchased petrol hybrid variant on Aug-19 and Completed 5,500Kms. There is nothing more I can add to its good points, mostly all were covered in other reviews. I would like to advise from my experience for Petrol variant that it does not have sufficient power for faster pickup and sporty drive. You should treat this beast gently to get better milea...Read More"," Dec 04, 2019  ",4, 812 Views,0,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
326,"A classic car in this range as it has a better look than Fortuner. Killer looks. Never seen a beast like this ever before.
"," Dec 04, 2019  ",5, 53 Views,1,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
327,"Really a lovely car and highly recommended.
"," Dec 05, 2019  ",5, 41 Views,0,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
328," MG Hector has very good features and also get a comfortable ride. I love to drive this car as compared to another car. Moreover, this is the best car in this budget range.
Read More"," Dec 05, 2019  ",5, 145 Views,1,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
329,"MG Hector is an amazing car. Really comfortable and delivers wonderful mileage.
"," Dec 05, 2019  ",4, 46 Views,2,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
330,"As I shut the door of the Hector, the door's thud surprised me. It is a solid car. The acceleration was decent and the power delivery is great. The space in the back seat is amazing. The quality is top-notch as you expect from a 20+ lac car. The thing that annoyed me is the screen, it's laggy. The basic functions like the A.C. and the 360 camera se...Read More"," Dec 05, 2019  ",3, 565 Views,1,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
331,"What a smooth and powerful car. Great looks and fuel-efficient. Value for money and highly recommended.
"," Dec 03, 2019  ",5, 55 Views,0,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
332,"Surely we can say it is a perfect fully loaded SUV model, well done by MG, Hector is stepping stone of our future cars.
"," Nov 30, 2019  ",5, 50 Views,0,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
333,"Fantastic car, great pick-up, comfortable seats. Controlling system is excellent, smooth to drive.
"," Nov 30, 2019  ",4, 44 Views,0,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
334,"Best in the segment. Better from the Fortuner and Endeavor. The voice control smart technology, I couldn't find it anywhere.
"," Dec 01, 2019  ",5, 45 Views,0,https://www.cardekho.com/mg/hector/user-reviews/3,MG Hector
